id,picking_slip_id,printed_username,inspected_username,packed_username,shipped_username,held_username,cancelled_username,refunded_username,confirmed_username,printed_at,inspected_at,packed_at,shipped_at,delivered_at,returned_at,cancelled_at,refunded_at,held_at,confirmed_at,held_reason
1764,1764,,,,,,,,,,,,,,,,,,,
1765,1765,,,,,,,,,,,,,,,,,,,
1766,1766,Sun Kim(76203),Sun Kim(76203),Sun Kim(76203),Sun Kim(76203),,,,,2023-12-26 04:15:34,2023-12-27 05:46:27,,,,,,,,,
1767,1767,,,,,,,,,,,,,,,,,,,
1768,1768,,,,,,,,,,,,,,,,,,,
1769,1769,,,,,,,,,,,,,,,,,,,
1770,1770,,,,,,,,,,,,,,,,,,,
1771,1771,,,,,,,,,,,,,,,,,,,
1772,1772,,,,,,,,,,,,,,,,,,,
1773,1773,,,,,,,,,,,,,,,,,,,
1774,1774,,,,,,,,,,,,,,,,,,,
1775,1775,,,,,,,,,,,,,,,,,,,
1776,1776,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-04-11 07:01:27,2023-04-11 07:02:56,2023-04-11 07:03:13,2023-05-09 06:06:57,,,,,,,
1777,1777,,,,,,,,,,,,,,,,,,,
1778,1778,,,,,,,,,,,,,,,,,,,
1779,1779,,,,,,,,,,,,,,,,,,,
1780,1780,,,,,,,,,,,,,,,,,,,
1781,1781,,,,,,,,,,,,,,,,,,,
1782,1782,,,,,,,,,,,,,,,,,,,
1783,1783,,,,,,,,,,,,,,,,,,,
1784,1784,Sun Kim(76203),Sun Kim(76203),Sun Kim(76203),Sun Kim(76203),,,,,2023-12-26 13:28:16,2023-12-27 05:46:27,,,,,,,,,
1785,1785,,,,,,,,,,,,,,,,,,,
1786,1786,,,,,,,,,,,,,,,,,,,
1787,1787,,,,,,,,,,,,,,,,,,,
1788,1788,,,,,,,,,,,,,,,,,,,
1789,1789,,,,,,,,,,,,,,,,,,,
1790,1790,,,,,,,,,,,,,,,,,,,
1791,1791,,,,,,,,,,,,,,,,,,,
1792,1792,,Sun Kim(76203),Sun Kim(76203),Sun Kim(76203),,,,,2023-12-26 13:28:34,2023-12-27 05:46:27,,,,,,,,,
1793,1793,,,,,,,,,,,,,,,,,,,
1794,1794,,,,,,,,,,,,,,,,,,,
1795,1795,,,,,,,,,,,,,,,,,,,
1796,1796,,,,,,,,,,,,,,,,,,,
1797,1797,,,,,,,,,,,,,,,,,,,
1798,1798,,,,,,,,,,,,,,,,,,,
1799,1799,,,,,,,,,,,,,,,,,,,
1800,1800,,,,,,,,,,,,,,,,,,,
1801,1801,,,,,,,,,,,,,,,,,,,
1802,1802,,,,,,,,,,,,,,,,,,,
1803,1803,,,,,,,,,,,,,,,,,,,
1804,1804,,,,,,,,,,,,,,,,,,,
1805,1805,,,,,,,,,,,,,,,,,,,
1806,1806,,,,,,,,,,,,,,,,,,,
1807,1807,,,,,,,,,,,,,,,,,,,
1808,1808,,,,,,,,,,,,,,,,,,,
1809,1809,,,,,,,,,,,,,,,,,,,
1810,1810,,,,,,,,,,,,,,,,,,,
1811,1811,,,,,,,,,,,,,,,,,,,
1812,1812,,,,,,,,,,,,,,,,,,,
1813,1813,,,,,,,,,,,,,,,,,,,
1814,1814,,,,,,,,,,,,,,,,,,,
1815,1815,,,,,,,,,,,,,,,,,,,
1816,1816,,,,,,,,,,,,,,,,,,,
1817,1817,,,,,,,,,,,,,,,,,,,
1818,1818,Sun Kim(76203),Bern(25814),Bern(25814),,,,,,2023-12-26 01:24:24,2024-02-21 04:49:06,2024-02-21 04:49:06,,,,,,,,
1819,1819,ming(835),ming(835),,,,,,,2023-12-28 01:16:01,2023-12-28 01:16:01,,,,,,,,,
1820,1820,,,,,,,,,,,,,,,,,,,
1821,1821,,,,,,,,,,,,,,,,,,,
1822,1822,ming(835),ming(835),ming(835),,,,,,2023-04-11 10:09:26,2023-04-11 10:09:56,2023-04-11 10:10:15,2023-04-11 10:10:42,,,,,,,
1823,1823,,,,,,,,,,,,,,,,,,,
1824,1824,,,,,,,,,,,,,,,,,,,
1825,1825,,,,,,,,,,,,,,,,,,,
1826,1826,,,,,,,,,,,,,,,,,,,
1827,1827,,,,,,,,,,,,,,,,,,,
1828,1828,,,,,,,,,,,,,,,,,,,
1829,1829,,,,,,,,,,,,,,,,,,,
1830,1830,,,,,,,,,,,,,,,,,,,
1831,1831,,,,,,,,,,,,,,,,,,,
1832,1832,,,,,,,,,,,,,,,,,,,
1833,1833,,,,,,,,,,,,,,,,,,,
1834,1834,,,,,,,,,,,,,,,,,,,
1835,1835,,,,,,,,,,,,,,,,,,,
1836,1836,,,,,,,,,,,,,,,,,,,
1837,1837,,,,,,,,,,,,,,,,,,,
1838,1838,,,,,,,,,,,,,,,,,,,
1839,1839,,,,,,,,,,,,,,,,,,,
1840,1840,ming(835),ming(835),ming(835),,,,,,2023-04-11 09:56:58,2023-04-11 09:57:18,2023-04-11 09:57:41,2023-04-11 09:58:11,,,,,,,
1841,1841,,,,,,,,,,,,,,,,,,,
1842,1842,,,,,Anj(37711),,,,,,,,,,2023-04-11 09:58:58,,2023-04-11 09:59:09,,refund
1843,1843,Anj(37711),,,,Anj(37711),,,,2023-04-11 10:00:15,,,,,,2023-04-11 09:58:58,,2023-04-11 09:59:17,,refund
1844,1844,,,,,,,,,,,,,,,,,,,
1845,1845,,,,,,,,,,,,,,,,,,,
1846,1846,,,,,,,,,,,,,,,,,,,
1847,1847,,,,,,,,,,,,,,,,,,,
1848,1848,,,,,,,,,,,,,,,,,,,
1849,1849,,,,,,,,,,,,,,,,,,,
1850,1850,,,,,,,,,,,,,,,,,,,
1851,1851,,,,,,,,,,,,,,,,,,,
1852,1852,,,,,,,,,,,,,,,,,,,
1853,1853,,,,,,,,,,,,,,,,,,,
1854,1854,,,,,,,,,,,,,,,,,,,
1855,1855,,,,,,,,,,,,,,,,,,,
1856,1856,,,,,,,,,,,,,,,,,,,
1857,1857,,,,,,,,,,,,,,,,,,,
1858,1858,,,,,,,,,,,,,,,,,,,
1859,1859,,,,,,,,,,,,,,,,,,,
1860,1860,,,,,,,,,,,,,,,,,,,
1861,1861,,,,,,,,,,,,,,,,,,,
1862,1862,,,,,,,,,,,,,,,,,,,
1863,1863,,,,,,,,,,,,,,,,,,,
1864,1864,,,,,,,,,,,,,,,,,,,
1865,1865,,,,,,,,,,,,,,,,,,,
1866,1866,,,,,,,,,,,,,,,,,,,
1867,1867,,,,,,,,,,,,,,,,,,,
1868,1868,,,,,,,,,,,,,,,,,,,
1869,1869,Anj(37711),Anj(37711),Anj(37711),,,,,,2023-04-12 02:23:57,2023-04-12 02:24:39,2023-04-12 02:25:08,2023-05-09 06:06:57,,,,,,,
1870,1870,,,,,,,,,,,,,,,,,,,
1871,1871,,,,,,,,,,,,,,,,,,,
1872,1872,,,,,,,,,,,,,,,,,,,
1873,1873,Sun Kim(76203),,,,,,,,2023-11-20 04:29:46,,,,,,,,,,
1874,1874,,,,,,,,,,,,,,,,,,,
1875,1875,,,,,,,,,,,,,,,,,,,
1876,1876,,,,,,,,,,,,,,,,,,,
1877,1877,ming(835),ming(835),ming(835),,,,,,2023-04-17 06:51:07,2023-04-17 06:52:21,2023-04-17 06:53:31,2023-04-17 06:55:49,2023-03-13 20:01:00,,,2023-04-17 07:08:21,,,
1878,1878,ming(835),ming(835),ming(835),,,,,,2023-04-17 06:51:36,2023-04-17 06:52:44,2023-04-17 06:54:24,2023-04-17 06:55:26,2023-03-14 05:14:00,,,2023-04-17 07:08:21,,,
1879,1879,ming(835),ming(835),ming(835),,,,,,2023-04-17 06:51:22,2023-04-17 06:52:32,2023-04-17 06:53:56,2023-04-17 06:55:38,2023-03-13 19:48:00,,,2023-04-17 07:08:21,,,
1880,1880,,,,,,,,,,,,,,,,,,,
1881,1881,,,,,,,,,,,,,,,,,,,
1882,1882,,,,,,,,,,,,,,,,,,,
1883,1883,,,,,,,,,,,,,,,,,,,
1884,1884,,,,,,,,,,,,,,,,,,,
1885,1885,,,,,,,,,,,,,,,,,,,
1886,1886,,,,,,,,,,,,,,,,,,,
1887,1887,,,,,,,,,,,,,,,,,,,
1888,1888,,,,,,,,,,,,,,,,,,,
1889,1889,,,,,,,,,,,,,,,,,,,
1890,1890,,,,,,,,,,,,,,,,,,,
1891,1891,,,,,,,,,,,,,,,,,,,
1892,1892,,,,,,,,,,,,,,,,,,,
1893,1893,,,,,,,,,,,,,,,,,,,
1894,1894,,,,,,,,,,,,,,,,,,,
1895,1895,,,,,,,,,,,,,,,,,,,
1896,1896,ming(835),ming(835),ming(835),,,,,,2023-05-22 06:12:03,2023-05-22 06:15:06,2023-05-22 06:18:19,2023-05-22 06:29:52,2023-04-03 07:49:00,,,,,,
1897,1897,,,,,,,,,,,,,,,,,,,
1898,1898,,,,,,,,,,,,,,,,,,,
1899,1899,,,,,,,,,,,,,,,,,,,
1900,1900,,,,,,,,,,,,,,,,,,,
1901,1901,,,,,,,,,,,,,,,,,,,
1902,1902,ming(835),ming(835),ming(835),,,,,,2023-05-22 06:11:40,2023-05-22 06:14:21,2023-05-22 06:16:52,2023-05-22 06:25:27,,,,,,,
1903,1903,,,,,,,,,,,,,,,,,,,
1904,1904,,,,,,,,,,,,,,,,,,,
1905,1905,,,,,,,,,,,,,,,,,,,
1906,1906,ming(835),ming(835),ming(835),,,,,,2023-05-22 06:12:03,2023-05-22 06:14:58,2023-05-22 06:18:02,2023-05-22 06:29:52,2023-04-03 15:36:00,,,,,,
1907,1907,,,,,,,,,,,,,,,,,,,
1908,1908,,,,,,,,,,,,,,,,,,,
1909,1909,,,,,,,,,,,,,,,,,,,
1910,1910,,,,,,,,,,,,,,,,,,,
1911,1911,,,,,,,,,,,,,,,,,,,
1912,1912,,,,,,,,,,,,,,,,,,,
1913,1913,,,,,,,,,,,,,,,,,,,
1914,1914,,,,,,,,,,,,,,,,,,,
1915,1915,,,,,,,,,,,,,,,,,,,
1916,1916,,,,,,,,,,,,,,,,,,,
1917,1917,ming(835),ming(835),ming(835),,,,,,2023-05-22 06:12:03,2023-05-22 06:14:50,2023-05-22 06:17:46,2023-05-22 06:29:52,,,,,,,
1918,1918,ming(835),ming(835),ming(835),,,,,,2023-05-22 06:11:40,2023-05-22 06:14:11,2023-05-22 06:18:54,2023-05-22 06:25:27,,,,,,,
1919,1919,,,,,,,,,,,,,,,,,,,
1920,1920,ming(835),,,,,,,,2023-05-22 06:12:24,,,,,,,,,,
1921,1921,,,,,,,,,,,,,,,,,,,
1922,1922,,,,,,,,,,,,,,,,,,,
1923,1923,,,,,,,,,,,,,,,,,,,
1924,1924,,,,,,,,,,,,,,,,,,,
1925,1925,,,,,,,,,,,,,,,,,,,
1926,1926,,,,,,,,,,,,,,,,,,,
1927,1927,,,,,,,,,,,,,,,,,,,
1928,1928,,,,,,,,,,,,,,,,,,,
1929,1929,,,,,,,,,,,,,,,,,,,
1930,1930,,,,,,,,,,,,,,,,,,,
1931,1931,,,,,,,,,,,,,,,,,,,
1932,1932,ming(835),ming(835),ming(835),,,,,,2023-05-10 08:49:03,2023-05-10 08:49:34,2023-05-10 08:49:53,2023-05-10 09:17:06,,,,,,,
1933,1933,,,,,,,,,,,,,,,,,,,
1934,1934,ming(835),ming(835),ming(835),,,,,,2023-05-10 08:53:32,2023-05-10 08:54:07,2023-05-10 08:55:22,2023-05-10 08:57:23,,,,,,,
1935,1935,ming(835),ming(835),ming(835),,,,,,2023-05-10 08:24:34,2023-05-10 08:26:37,2023-05-10 08:28:07,2023-05-10 08:29:12,,,,,,,
1936,1936,,,,,,,,,,,,,,,,,,,
1937,1937,,,,,,,,,,,,,,,,,,,
1938,1938,,,,,,,,,,,,,,,,,,,
1939,1939,ming(835),ming(835),ming(835),,,,,,2023-05-10 08:53:32,2023-05-10 08:54:22,2023-05-10 08:55:40,2023-05-10 08:57:23,,,,,,,
1940,1940,,,,,,,,,,,,,,,,,,,
1941,1941,,,,,,,,,,,,,,,,,,,
1942,1942,,,,,,,,,,,,,,,,,,,
1943,1943,,,,,,,,,,,,,,,,,,,
1944,1944,ming(835),ming(835),ming(835),,,,,,2023-05-10 08:53:32,2023-05-10 08:54:30,2023-05-10 08:55:58,2023-05-10 08:57:23,,,,,,,
1945,1945,,,,,ming(835),,,,,,,,,,,,2023-05-10 09:47:49,,refund
1946,1946,,,,,,,,,,,,,,,,,,,
1947,1947,,,,,,,,,,,,,,,,,,,
1948,1948,,,,,,,,,,,,,,,,,,,
1949,1949,ming(835),ming(835),ming(835),,,,,,2023-05-10 08:53:32,2023-05-10 08:54:38,2023-05-10 08:56:19,2023-05-10 08:57:23,,,,,,,
1950,1950,,,,,,,,,,,,,,,,,,,
1951,1951,,,,,,,,,,,,,,,,,,,
1952,1952,,,,,,,,,,,,,,,,,,,
1953,1953,,,,,,,,,,,,,,,,,,,
1954,1954,,,,,,,,,,,,,,,,,,,
1955,1955,ming(835),ming(835),ming(835),,,,,,2023-05-10 08:53:32,2023-05-10 08:54:48,2023-05-10 08:56:34,2023-05-10 08:57:23,,,,,,,
1956,1956,,,,,,,,,,,,,,,,,,,
1957,1957,,,,,,,,,,,,,,,,,,,
1958,1958,ming(835),ming(835),ming(835),,,,,,2023-05-10 09:16:05,2023-05-10 09:48:30,2023-05-10 09:48:47,2023-05-10 09:49:10,,,,,,,
1959,1959,,,,,,,,,,,,,,,,,,,
1960,1960,,,,,,,,,,,,,,,,,,,
1961,1961,ming(835),ming(835),ming(835),,,,,,2023-05-10 09:16:05,2023-05-10 09:16:22,2023-05-10 09:16:39,2023-05-10 09:17:06,,,,,,,
1962,1962,ming(835),ming(835),ming(835),,,,,,2023-05-12 02:28:17,2023-05-12 02:30:15,2023-05-12 02:30:35,2023-05-12 02:31:13,,,,,,,
1963,1963,,,,,,,,,,,,,,,,,,,
1964,1964,Sun Kim(76203),Sun Kim(76203),,,,,,,2023-11-30 07:19:54,2023-11-30 07:19:54,,,,,,,,,
1965,1965,ming(835),ming(835),ming(835),,,,,,2023-05-22 06:12:03,2023-05-22 06:14:43,2023-05-22 06:17:28,2023-05-22 06:29:52,,,,,,,
1966,1966,ming(835),ming(835),ming(835),,,,,,2023-05-22 06:12:24,2023-05-22 06:16:01,2023-05-22 06:16:24,2023-05-22 06:30:07,,,,,,,
1967,1967,Sun Kim(76203),Sun Kim(76203),,,,,,,2023-11-30 07:21:56,2023-11-30 07:21:56,,,,,,,,,
1968,1968,,,,,,,,,,,,,,,,,,,
1969,1969,,,,,,,,,,,,,,,,,,,
1970,1970,ming(835),ming(835),ming(835),,,,,,2023-05-12 07:43:52,2023-05-12 07:44:19,2023-05-12 07:44:40,2023-05-12 07:47:16,,,,,,,
1971,1971,,,,,,,,,,,,,,,,,,,
1972,1972,ming(835),ming(835),ming(835),,,,,,2023-05-12 07:45:19,2023-05-12 07:45:41,2023-05-12 07:46:09,2023-05-12 07:46:51,,,,,,,
1973,1973,,,,,,,,,,,,,,,,,,,
1974,1974,,,,,,,,,,,,,,,,,,,
1975,1975,,,,,,,,,,,,,,,,,,,
1976,1976,ming(835),ming(835),ming(835),,,,,,2023-05-22 06:11:21,2023-05-22 06:12:48,2023-05-22 06:18:38,2023-05-22 06:25:18,2023-03-31 07:51:00,,,,,,
1977,1977,,,,,,,,,,,,,,,,,,,
1978,1978,ming(835),ming(835),ming(835),,,,,,2023-05-22 06:12:03,2023-05-22 06:13:30,2023-05-22 06:17:13,2023-05-22 06:29:52,2023-04-04 09:42:00,,,,,,
1979,1979,ming(835),ming(835),ming(835),,,,,,2023-05-22 07:21:02,2023-05-22 07:21:30,2023-05-22 07:22:40,2023-05-22 07:45:04,,,,,,,
1980,1980,ming(835),ming(835),ming(835),,,,,,2023-05-22 07:20:52,2023-05-22 07:21:40,2023-05-22 07:22:25,2023-05-22 07:45:04,,,,,,,
1981,1981,ming(835),ming(835),ming(835),,,,,,2023-05-22 07:21:10,2023-05-22 07:21:51,2023-05-22 07:22:06,2023-05-22 07:58:44,,,,,,,
1982,1982,ming(835),ming(835),ming(835),,,,,,2023-05-22 07:55:31,2023-05-22 07:57:35,2023-05-22 07:58:06,2023-05-22 07:58:44,2023-04-05 10:13:00,,,,,,
1983,1983,ming(835),ming(835),ming(835),,,,,,2023-05-22 07:55:26,2023-05-22 07:57:42,2023-05-22 07:58:20,2023-05-22 08:32:57,2023-04-05 10:13:00,,,,,,
1984,1984,ming(835),ming(835),ming(835),,,,,,2023-05-22 07:55:20,2023-05-22 07:57:48,2023-05-22 08:32:06,2023-05-22 08:32:57,2023-04-05 10:13:00,,,,,,
1985,1985,,,,,,,,,,,,,,,,,,,
1986,1986,,,,,,,,,,,,,,,,,,,
1987,1987,ming(835),ming(835),ming(835),,,,,,2023-05-22 08:50:46,2023-05-22 08:51:12,2023-05-22 08:51:33,2023-05-22 08:52:54,2023-04-05 10:13:00,,,,,,
1988,1988,ming(835),ming(835),ming(835),,,,,,2023-05-24 08:00:06,2023-05-24 08:01:50,2023-05-24 08:02:37,2023-05-24 09:11:47,2023-04-05 10:13:00,,,,,,
1989,1989,ming(835),,,,,,,,2023-05-22 08:50:46,,,,,,,,,,
1990,1990,ming(835),ming(835),ming(835),,,,,,2023-05-24 06:58:22,2023-05-24 06:59:37,2023-05-24 07:00:11,2023-05-24 07:12:49,,,,,,,
1991,1991,,,,,,,,,,,,,,,,,,,
1992,1992,ming(835),ming(835),ming(835),,,,,,2023-05-24 06:52:37,2023-05-24 06:53:01,2023-05-24 06:53:19,2023-05-24 07:12:24,,,,,,,
1993,1993,,,,,,,,,,,,,,,,,,,
1994,1994,ming(835),ming(835),ming(835),,,,,,2023-05-24 06:58:05,2023-05-24 06:59:29,2023-05-24 06:59:53,2023-05-24 07:12:24,,,,,,,
1995,1995,ming(835),ming(835),ming(835),,,,,,2023-05-24 07:59:55,2023-05-24 08:01:31,2023-05-24 08:02:07,2023-05-24 08:09:57,2023-04-05 10:13:00,,,,,,
1996,1996,ming(835),ming(835),ming(835),,,,,,2023-05-24 08:00:06,2023-05-24 08:01:41,2023-05-24 08:02:22,2023-05-24 09:11:47,2023-04-05 10:13:00,,,,,,
1997,1997,,,,,,,,,,,,,,,,,,,
1998,1998,,,,,,,,,,,,,,,,,,,
1999,1999,,,,,,,,,,,,,,,,,,,
2000,2000,ming(835),ming(835),ming(835),,,,,,2023-05-24 10:23:04,2023-05-24 10:23:40,2023-05-24 10:26:13,2023-05-24 10:40:45,2023-04-05 10:13:00,,,,,,
2001,2001,ming(835),ming(835),ming(835),,,,,,2023-05-24 10:23:15,2023-05-24 10:23:49,2023-05-24 10:24:43,2023-05-24 12:33:17,2023-04-05 10:13:00,,,,,,
2002,2002,ming(835),ming(835),ming(835),,,,,,2023-05-24 10:23:20,2023-05-24 10:23:57,2023-05-24 10:24:16,2023-05-24 12:33:31,2023-04-05 10:13:00,,,,,,
2003,2003,ming(835),ming(835),,,,,,,2023-05-24 12:26:00,2023-05-24 12:29:56,,,,,,,,,
2004,2004,ming(835),ming(835),ming(835),,,,,,2023-05-24 12:26:11,2023-05-24 12:31:41,2023-05-24 12:32:28,2023-05-24 12:33:17,2023-04-13 20:23:00,,,,,,
2005,2005,ming(835),ming(835),ming(835),,,,,,2023-05-24 12:26:16,2023-05-24 12:31:49,2023-05-24 12:32:09,2023-05-24 12:33:31,,,,,,,
2006,2006,ming(835),ming(835),ming(835),,,,,,2023-05-24 13:03:17,2023-05-24 13:04:11,2023-05-24 13:05:16,2023-05-24 13:06:04,2023-04-05 10:13:00,,,,,,
2007,2007,ming(835),ming(835),ming(835),,,,,,2023-05-24 13:03:27,2023-05-24 13:04:21,2023-05-24 13:05:01,2023-05-24 13:06:20,2023-04-05 10:13:00,,,,,,
2008,2008,ming(835),ming(835),ming(835),,,,,,2023-05-24 13:03:33,2023-05-24 13:04:30,2023-05-24 13:04:45,2023-05-24 13:06:28,2023-04-05 10:13:00,,,,,,
2009,2009,ming(835),ming(835),ming(835),,,,,,2023-05-25 04:03:50,2023-05-25 04:04:02,2023-05-25 04:06:21,2023-05-25 04:07:39,2023-04-05 10:13:00,,,,,,
2010,2010,ming(835),ming(835),ming(835),,,,,,2023-05-25 04:03:35,2023-05-25 04:04:11,2023-05-25 04:06:05,2023-05-25 04:06:39,,,,,,,
2011,2011,ming(835),ming(835),ming(835),,,,,,2023-05-25 04:03:46,2023-05-25 04:04:19,2023-05-25 04:05:48,2023-05-25 04:07:25,2023-04-05 10:13:00,,,,,,
2012,2012,ming(835),ming(835),ming(835),,,,,,2023-05-25 04:03:35,2023-05-25 04:04:28,2023-05-25 04:05:33,2023-05-25 04:06:39,,,,,,,
2013,2013,ming(835),ming(835),ming(835),,,,,,2023-05-25 04:03:46,2023-05-25 04:04:36,2023-05-25 04:05:14,2023-05-25 04:07:25,2023-04-05 10:13:00,,,,,,
2014,2014,ming(835),ming(835),ming(835),,,,,,2023-05-25 04:03:50,2023-05-25 04:04:44,2023-05-25 04:05:00,2023-05-25 04:07:39,2023-04-05 10:13:00,,,,,,
2015,2015,ming(835),ming(835),ming(835),,,,,,2023-05-25 04:54:39,2023-05-25 04:55:01,2023-05-25 04:55:38,2023-05-25 04:56:57,2023-04-05 10:13:00,,,,,,
2016,2016,ming(835),ming(835),ming(835),,,,,,2023-05-25 04:54:45,2023-05-25 04:55:11,2023-05-25 04:55:58,2023-05-25 04:57:05,2023-04-05 10:13:00,,,,,,
2017,2017,ming(835),ming(835),ming(835),,,,,,2023-05-25 04:54:49,2023-05-25 04:55:20,2023-05-25 04:56:15,2023-05-25 04:57:14,2023-04-05 10:13:00,,,,,,
2018,2018,,,,,,,,,,,,,,,,,,,
2019,2019,,,,,,,,,,,,,,,,,,,
2020,2020,,,,,,,,,,,,,,,,,,,
2021,2021,ming(835),ming(835),ming(835),,,,,,2023-05-25 05:55:06,2023-05-25 05:55:35,2023-05-25 05:56:45,2023-05-25 05:57:34,2023-04-05 10:13:00,,,,,,
2022,2022,ming(835),ming(835),ming(835),,,,,,2023-05-25 05:55:14,2023-05-25 05:55:41,2023-05-25 05:56:18,2023-05-25 05:57:46,2023-04-05 10:13:00,,,,,,
2023,2023,ming(835),ming(835),ming(835),,,,,,2023-05-25 05:55:17,2023-05-25 05:55:47,2023-05-25 05:56:02,2023-05-25 05:57:57,2023-04-05 10:13:00,,,,,,
2024,2024,,,,,,,,,,,,,,,,,,,
2025,2025,,,,,,,,,,,,,,,,,,,
2026,2026,,,,,,,,,,,,,,,,,,,
2027,2027,,,,,,,,,,,,,,,,,,,
2028,2028,,,,,,,,,,,,,,,,,,,
2029,2029,,,,,,,,,,,,,,,,,,,
2030,2030,,,,,,,,,,,,,,,,,,,
2031,2031,,,,,,,,,,,,,,,,,,,
2032,2032,,,,,,,,,,,,,,,,,,,
2033,2033,,,,,,,,,,,,,,,,,,,
2034,2034,,,,,,,,,,,,,,,,,,,
2035,2035,,,,,,,,,,,,,,,,,,,
2036,2036,,,,,,,,,,,,,,,,,,,
2037,2037,,,,,,,,,,,,,,,,,,,
2038,2038,,,,,,,,,,,,,,,,,,,
2039,2039,,,,,,,,,,,,,,,,,,,
2040,2040,,,,,,,,,,,,,,,,,,,
2041,2041,,,,,,,,,,,,,,,,,,,
2042,2042,,,,,,,,,,,,,,,,,,,
2043,2043,,,,,,,,,,,,,,,,,,,
2044,2044,,,,,,,,,,,,,,,,,,,
2045,2045,,,,,,,,,,,,,,,,,,,
2046,2046,,,,,,,,,,,,,,,,,,,
2047,2047,,,,,,,,,,,,,,,,,,,
2048,2048,,,,,,,,,,,,,,,,,,,
2049,2049,,,,,,,,,,,,,,,,,,,
2050,2050,,,,,,,,,,,,,,,,,,,
2051,2051,,,,,,,,,,,,,,,,,,,
2052,2052,,,,,,,,,,,,,,,,,,,
2053,2053,,,,,,,,,,,,,,,,,,,
2054,2054,,,,,,,,,,,,,,,,,,,
2055,2055,,,,,,,,,,,,,,,,,,,
2056,2056,,,,,,,,,,,,,,,,,,,
2057,2057,,,,,,,,,,,,,,,,,,,
2058,2058,,,,,,,,,,,,,,,,,,,
2059,2059,,,,,,,,,,,,,,,,,,,
2060,2060,,,,,,,,,,,,,,,,,,,
2061,2061,,,,,,,,,,,,,,,,,,,
2062,2062,,,,,,,,,,,,,,,,,,,
2063,2063,,,,,,,,,,,,,,,,,,,
2064,2064,,,,,,,,,,,,,,,,,,,
2065,2065,,,,,,,,,,,,,,,,,,,
2066,2066,,,,,,,,,,,,,,,,,,,
2067,2067,,,,,,,,,,,,,,,,,,,
2068,2068,ming(835),ming(835),ming(835),,,,,,2023-06-22 04:38:21,2023-12-08 08:02:18,2023-12-08 08:03:04,2023-12-13 07:07:00,,,,,,,
2069,2069,ming(835),,,,,,,,2023-06-22 04:38:33,,,,,,,,,,
2070,2070,ming(835),,,,,,,,2023-06-22 04:38:10,,,,,,,,,,
2071,2071,,,,,,,,,,,,,,,,,,,
2072,2072,,,,,,,,,,,,,,,,,,,
2073,2073,ming(835),ming(835),ming(835),,,,,,2023-06-22 04:38:10,2023-06-22 04:39:23,2023-06-22 04:40:28,2023-06-22 04:42:29,2023-06-16 10:13:00,,,,,,
2074,2074,ming(835),ming(835),ming(835),,,,,,2023-06-22 04:38:43,2023-06-22 04:39:35,2023-06-22 04:39:54,2023-06-22 04:43:48,2023-06-09 10:13:00,,,,,,
2075,2075,,,,,,,,,,,,,,,,,,,
2076,2076,ming(835),ming(835),ming(835),,,,,,2023-06-22 11:29:05,2023-06-22 11:30:08,2023-06-22 11:31:23,2023-06-22 11:32:15,2023-06-16 10:13:00,,,,,,
2077,2077,ming(835),ming(835),ming(835),,,,,,2023-06-22 11:29:22,2023-06-22 11:30:14,2023-06-22 11:31:40,2023-06-22 11:33:34,2023-06-09 10:13:00,,,,,,
2078,2078,ming(835),ming(835),ming(835),,,,,,2023-06-22 11:29:31,2023-06-22 11:30:21,2023-06-22 11:31:58,2023-06-22 11:37:56,2023-06-16 10:13:00,,,,,,
2079,2079,,,,,,,,,,,,,,,,,,,
2080,2080,ming(835),ming(835),ming(835),,,,,,2023-06-22 11:29:05,2023-06-22 11:29:47,2023-06-22 11:30:37,2023-06-22 11:32:15,2023-06-09 10:13:00,,,,,,
2081,2081,ming(835),ming(835),ming(835),,,,,,2023-06-22 11:29:22,2023-06-22 11:29:55,2023-06-22 11:30:51,2023-06-22 11:33:34,2023-06-16 10:13:00,,,,,,
2082,2082,ming(835),ming(835),ming(835),,,,,,2023-06-22 11:29:31,2023-06-22 11:30:02,2023-06-22 11:31:06,2023-06-22 11:37:56,2023-06-09 10:13:00,,,,,,
2083,2083,ming(835),ming(835),ming(835),,,,,,2023-06-23 02:12:57,2023-06-23 02:13:35,2023-06-23 02:14:37,2023-06-23 02:15:04,2023-04-05 10:13:00,,,,,,
2084,2084,ming(835),ming(835),ming(835),,,,,,2023-06-23 02:12:57,2023-06-23 02:13:28,2023-06-23 02:14:22,2023-06-23 02:15:04,2023-04-05 10:13:00,,,,,,
2085,2085,ming(835),ming(835),ming(835),,,,,,2023-06-23 02:12:57,2023-06-23 02:13:19,2023-06-23 02:14:07,2023-06-23 02:15:04,2023-04-05 10:13:00,,,,,,
2086,2086,ming(835),ming(835),ming(835),,,,,,2023-06-23 02:12:57,2023-06-23 02:13:12,2023-06-23 02:13:52,2023-06-23 02:15:04,2023-04-05 10:13:00,,,,,,
2087,2087,ming(835),ming(835),ming(835),,,,,,2023-06-23 05:19:26,2023-06-23 05:26:00,2023-06-23 05:27:26,2023-06-23 05:28:12,2023-04-05 10:13:00,,,,,,
2088,2088,ming(835),ming(835),ming(835),,,,,,2023-06-23 05:19:41,2023-06-23 05:26:05,2023-06-23 05:27:43,2023-06-23 05:28:27,2023-04-05 10:13:00,,,,,,
